ISBN10	AUTHOR
0812553993	MORGAN LLYWELYN
0380708892	STEPHEN R. LAWHEAD
038070613X	STEPHEN R. LAWHEAD
0380805421	VALERIE FRANKEL
0425171264	KATHERINE MOSBY
2277219517	PHILIPPE DJIAN
0441794297	KARA DALKEY
0375708707	KENT HARUF
0802134475	KIRSTY GUNN
0151003084	EDWARD GOREY
0553274066	MARGARET WEIS
0553274066	TRACY HICKMAN
1897783108	MICK MIDDLES
0340767278	MELVYN BRAGG
0679750932	WILL SELF
042516098X	PATRICIA CORNWELL
0375701168	THOMAS MANN
0375701168	JOHN E. WOODS
0446613266	JAMES PATTERSON
038549081X	MARGARET ATWOOD
0312267460	MICHAEL FRAYN
0140329358	STEVE JACKSON
0140329358	IAN LIVINGSTONE
074324396X	WILL RANDALL
0552998486	JOANNE HARRIS
0099759713	JAMES HAWES
1853260193	WILLIAM MAKEPEACE THACKERAY
1853260967	THOMAS DE QUINCEY
0140440151	GUSTAVE FLAUBERT
0140440151	ALAN RUSSELL
074993087X	DOUGLAS LINDSAY
0671041789	STEPHEN KING
0439139597	J.K. ROWLING
0439139597	MARY GRANDPRÉ
0439064864	J.K. ROWLING
0439064864	MARY GRANDPRÉ
1575665379	KATHRYN WESLEY
0441005489	BRIAN JACQUES
0924171553	RICHARD L. ZETTLER
0924171553	LEE HORNE
0449909050	ANNA QUINDLEN
0330412302	ALEXANDRA FULLER
0064470059	BILL CLEAVER
0064470059	VERA CLEAVER
0821222341	CHRISTOPHER WRIGHT
0821221558	LINDA BOLTON
0380726297	DENNIS LEHANE
0553292056	TOM ROBBINS
1860119190	DANA FACAROS
082122154X	THOMAS PARSONS
0553213512	H.G. WELLS
0060933577	JOYCE CAROL OATES
044023672X	DANIELLE STEEL
0394839129	DR. SEUSS
1573220213	LILY TUCK
0440180295	KURT VONNEGUT
014044582X	PLATO
014044582X	HAROLD TARRANT
014044582X	HUGH TREDENNIC
3423071001	LEWIS CARROLL
3423071001	FRANS HAACKEN
0884270610	ELIYAHU M. GOLDRATT
0884270610	JEFF COX
0425170055	TOM CLANCY
345832402X	BETTINE VON ARNIM
3499613425	TILL RAETHER
3548021026	ERICH KÄSTNER
351836605X	MAX FRISCH
1573229083	NUALA O'FAOLAIN
0805058249	JAY PARINI
034540047X	JOHN IRVING
0140255842	ALIX KATES SHULMAN
0380805995	J.A. JANCE
0425169375	JOANNA TROLLOPE
0671727311	JOAN DIDION
0449003795	SUE GRAFTON
055357874X	EMILY CARMICHAEL
0671896326	PHYLLIS A. WHITNEY
3379017159	MICHAEL WALLNER
0374190771	JOHN MCPHEE
0972660208	CORINA TETTINGER
0939165376	DAVID CONGALTON
0060935464	HARPER LEE
0446322180	UMBERTO ECO
1551668998	MARY ALICE MONROE
0515116173	DICK FRANCIS
157586326X	DONALD E. KNUTH
042516828X	ROBERT B. PARKER
0440910552	GRAHAM SALISBURY
1853261092	ANNA SEWELL
0889950954	MARTINE BATES
1562477579	SARAH MASTERS BUCKEY
0312876343	CHARLES SHEFFIELD
0446519081	JAMES REDFIELD
044651862X	JAMES REDFIELD
0688002307	ROBERT M. PIRSIG
0394708229	JACK HENRY ABBOTT
0394708229	NORMAN MAILER
0195085140	MICHIO KAKU
0195085140	ROBERT O'KEEFE
0671765973	ZOLAR
0922729611	ELIZABETH CLARE PROPHET
0922729611	PATRICIA R. SPADARO
0767902335	LEWIS RICHMOND
1577311523	ECKHART TOLLE
0425166805	ERICH VON DANIKEN
1567185126	GENEVIEVE L. PAULSON
1874166188	JANE HOPE
1874166188	BORIN VAN LOON
0875425011	REV RAY T. MALBROUGH
0875426638	ISRAEL REGARDIE
1882723007	BETTY J. EADIE
1882723007	MELVIN MORSE
0764809326	FATHER OSCAR LUKEFAHR CM
1892137038	R. J. STEWART
0883681056	BROTHER LAWRENCE
0874776945	JULIA CAMERON
0875422462	PHYLLIS GALDE
1869928180	JAN FRIES
043935806X	J. K. ROWLING
043935806X	MARY GRANDPRÉ
034540002X	DENISE LINN
0399507914	JACK HAMM
1570627193	KATE HORSLEY
0439313899	NEALE DONALD WALSCH
0609608045	GARY QUINN
076071004X	JONATHAN DEE
1855381125	MARIAN GREEN
0875421202	SCOTT CUNNINGHAM
1566199646	HORIK SVENSSON
0738700339	LLEWELLYN
0875423248	DONALD MICHAEL KRAIG
073870279X	OSBORNE PHILLIPS
0425158640	WILLIAM GIBSON
0553236628	SHIRLEY MACLAINE
1863739157	ANDREW MCGAHAN
068483183X	KAY REDFIELD JAMISON
0713715162	GUY DAMIAN-KNIGHT
0671532545	EDWARD SHORTER
0330360434	ELLIOT PERLMAN
0380723336	JIM SCHUTZE
0006498000	MICHAEL DOBBS
0553210823	GEOFFREY CHAUCER - EDITED BY A. C. CAWLEY
0395771552	MINFONG HO
1932560491	NANCY MADORE
0140304770	URSULA K LE GUIN
0140444572	VIRGIL
0140444572	DAVID WEST
0140029613	JEAN RHYS
0553213113	HERMAN MELVILLE
0743489063	WHITLEY STRIEBER
0440225922	KAREN HARPER
0099993805	JOHN GRISHAM
0914457284	AMY R. KAPLAN
0914457284	MICHAEL KELLER
0914457284	JIMMY THAPA
073870234X	RAYMOND BUCKLAND
0892132922	A. C. BHAKTIVEDANTA SWAMI PRABHUPADA
0892133260	A. C. BHAKTIVEDANTA SWAMI PRABHUPADA
0060988258	ANNA MAXTED
0345406419	JON HASSLER
0451184963	STEPHEN KING
0440220602	JOHN GRISHAM
0821766929	SHANNON DRAKE
0671721135	PIERS ANTHONY
0671721135	ROBERT KORNWISE
0786864516	LINDA GREENLAW
042513525X	DEAN KOONTZ
0060688246	SHELDON VANAUKEN
0883960044	SUSAN POLIS SCHUTZ
0883960044	STEPHEN SCHUTZ
0399149422	BRAUN LILIAN JACKSON
0440972329	MADELEINE L'ENGLE
0451156609	STEPHEN KING
0449132471	JOHN D. MACDONALD
0373111355	ALISON FRASER
0373114087	ROBYN DONALD
0590298364	ANN M. MARTIN
0689107730	N. RICHARD NASH
0380016699	WAYNE W DYER
088001072X	FORD MADOX FORD
0671760327	BRANDON
0671760327	JAY BRANDON
034530988X	ROBERT A. HEINLEIN
0380728184	WILL HOBBS
0140298924	WITI TAME IHIMAERA
9722105248	JOSE SARAMAGO
2020239302	LUIS SEPÚLVEDA
2020239302	FRANÇOIS MASPÉRO
2742743693	PAUL AUSTER
0769613292	LANDOLL INC.
0671628828	ANITA DIAMANT
0380716259	ALEXANDRA STODDARD
0380716259	MARC ROMANO
0806509023	JEAN-PAUL SARTRE
0767901649	MARGOT ANAND
0439173035	SCHOLASTIC BOOKS
0439173035	ELLEN MILES
0590187554	BEN M. BAGLIO
060980748X	MELINDA BLANCHARD
060980748X	ROBERT BLANCHARD
0393049515	ANTHONY GOTTLIEB
1400031354	ALEXANDER MCCALL SMITH
0007106130	RICHARD LITTLEJOHN
1572241314	KIMERON N. HARDIN
2268013987	MARC-EDOUARD NABE
0451202783	JOHN LANTIGUA
0486277909	RALPH WALDO EMERSON
0394578198	MARTIN CRUZ SMITH
0262192624	ROBERT SLATER
0399135413	JOHN GARDNER
2290318329	FRED VARGAS
0553278118	ERICH SEGAL
0310478014	IRENE B. BRAND
0590477412	R. L. STINE
0671868314	R. L. STINE
0425170349	TOM CLANCY
0425068064	AGATHA CHRISTIE
0312975120	AGATHA CHRISTIE
0590433865	ANN M. MARTIN
0486270556	SIR ARTHUR CONAN DOYLE
0486270556	STANLEY APPELBAUM
0590433857	ANN M. MARTIN
0486296342	LOUISA MAY ALCOTT
0380709538	BEVERLY CLEARY
0380709538	TRACY DOCKRAY
0743400526	MISTY BERNALL
0451188497	ADAM BARROW
0671656589	ANDREWS
0671695169	V.C. ANDREWS
0671695142	V.C. ANDREWS
0671729462	V.C. ANDREWS
0446608955	NICHOLAS SPARKS
0312287860	ANDREW MORTON
0809293242	ANDREW CALCUTT
0679417397	GEORGE ORWELL
0679779159	ALAIN DE BOTTON
1550546007	WILL FERGUSON
0440204194	MAEVE BINCHY
0451408721	LEONARD GOLDBERG
0064472574	ALEX FLINN
0884042693	L. RON HUBBARD
0141439696	OSCAR WILDE
0141439696	IAN SMALL
0764548573	MICHAEL BERNSTEIN
0764548573	SCOTT ROBERTSON
0449203662	CHAIM POTOK
0586087060	NICK DANZIGER
0449221032	WILBUR SMITH
0449218473	JAMES A. MICHENER
0060926015	MARY KAY ASH
0385018061	MARGUERITE KELLY
0385018061	ELIA PARSONS
0385018061	REBECCA HIRSH
0028600819	JUDITH ZIMMER
0028600819	DURELL GODFREY
0140248307	ROBERTSON DAVIES
0425065952	PATRICIA A. MCKILLIP
0070064261	HEINRICH BOLL
3404149114	KEN FOLLETT
3404149114	TILL R. LOHMEYER
3404149114	CHRISTEL ROST
9504001068	LEWIS CARROLL
1864501235	DAMIEN SIMONIS
0864426224	DANIEL ROBINSON
0864426224	TONY WHEELER
2277229938	CYRIL COLLARD
2253150908	PAULO COELHO
2253048852	MARION ZIMMER BRADLEY
2253048852	BRIGITTE CHABROL
2253044911	MARION ZIMMER BRADLEY
2253044911	BRIGITTE CHABROL
2266067249	NICHOLAS EVANS
2266067249	VALÉRIE MALFOY
2253033138	UMBERTO ECO
2253033138	JEAN-NOËL SCHIFANO
2070380742	MAGNAN
067972883X	EUDORA WELTY
0440414806	LOUIS SACHAR
0440414806	VLADIMIR RADUNSKY
0440414806	BAGRAM IBATOULLINE
0689825587	KENNETH OPPEL
0142302015	SHELLEY MOORE THOMAS
0142302015	JENNIFER PLECAS
1586480499	CHRIS HEDGES
0380821214	TERRY PRATCHETT
014038572X	S. E. HINTON
2714303412	JULIEN GRACQ
0140621334	JEROME KLAPKA JEROME
2070389634	FÉDOR DOSTOÏEVSKI
2070389634	ALAIN BESANÇON
2070389634	ALBERT MOUSSET
2070368157	MONTHERLANT
2864241277	LUIS SEPÚLVEDA
0440241073	JOHN GRISHAM
0553277243	BILL COSBY
0140161953	PAM FRANKAU
0553287303	JOHN SAUL
0451190521	STEPHEN KING
0451190491	STEPHEN KING
0679404856	DAVE BARRY
0399141499	JOHN GARDNER
0553100130	RICHARD FIRSTMAN
0553100130	JAMIE TALAN
067187294X	HAROLD ROBBINS
0449215202	SAM A. DONALDSON JR.
0440204429	CHRISTINE MCGUIRE
0440204429	CARLA NORTON
0553259253	ALLAN ECKERT
2207305554	JACK WOMACK
2207249786	PIERRE PELOT
2266102621	MICHAEL CUNNINGHAM
2266102621	ANNE DAMOUR
2253140589	STÉFAN ZWEIG
2253140589	DOMINIQUE AUTRAND
2277233617	STEPHEN HAWKING
202025462X	AMÉLIE NOTHOMB
2277116092	CLIFFORD D. SIMAK
2253049069	JEROME K. JEROME
2266002635	GEORGES SIMENON
2253044903	PATRICK SÜSKIND
2253044903	BERNARD LORTHOLARY
2253152846	AMÉLIE NOTHOMB
2290312959	DANIEL KEYES
2266104853	FRANK MCCOURT
2020579391	HARUKI MURAKAMI
2020579391	ROSE-MARIE MAKINO-FAYOLLE
2070366081	GUSTAVE FLAUBERT
0553225448	L. SPRAGUE DE CAMP
0553225448	LIN CARTER
0786703377	AUGUST WILLIAM DERLETH
0345350804	H.P. LOVECRAFT
0345350804	ROBERT BLOCH
0895551950	SR. MARY JEAN DORCY
0872168328	J.N. WILLIAMSON
0786705302	GARY NULL
0743203178	STEPHEN E. AMBROSE
0812550897	SHARAN NEWMAN
0881849804	A E VAN VOGT
0671725254	BRADY
0810934302	EARL B. MCELFRESH
006008118X	ADAM BRAVER
0312266588	PIERS PAUL READ
0312906765	FRED CHAPPELL
0312274785	GARDNER DOZOIS
0884042871	L. RON HUBBARD
0884042847	L. RON HUBBARD
0445204303	C. J. CHERRYH
0380003821	URSULA K. LE GUIN
0879801646	SYDNEY OMARR
0879801646	CARL PAYNE TOBEY
0553227734	BARBARA W. TUCHMAN
0486232948	LEONARD BARDEN
0553241575	ROBERT LUDLUM
0553205315	ROBERT LUDLUM
0671493515	CHARLES H. GOREN
0828103054	BRUCE CATTON
0812561589	CAROLE BELLACERA
0670884839	BRUNO MADDOX
0449227421	KEN FOLLETT
3404118839	PHILIPP VANDENBERG
3442430879	JOY FIELDING
3442430879	MECHTILD SANDBERG-CILETTI
3426600218	MICHAEL CRICHTON
3426600218	JEFFERY HUDSON
3809413747	BIRGIT SCHÖNBERGER
3442723833	ZOË JENNY
096788330X	A. L. HASKETT
0929141652	MARY JANE MAFFINI
0525244581	BENJAMIN HOFF
0373706847	JUDITH ARNOLD
0373706847	BARBARA KEILER
0440414121	CHRISTOPHER PAUL CURTIS
3442441080	ELIZABETH GEORGE
3442441080	MECHTILD SANDBERG-CILETTI
3492238572	KARIN FOSSUM
3492238572	GABRIELE HAEFS
0805010858	SUE GRAFTON
0963622927	JOSEPH GARCIA
0963622927	BURTON WHITE
1558506462	YITTA HALBERSTAM
1558506462	JUDITH LEVENTHAL
1558506462	BERNIE S. SIEGEL
0140245480	MATT RIDLEY
0451167716	MARIO PUZO
069811695X	PAULA DANZIGER
0262121867	THOMAS K. LANDAUER
9839236083	SYED HUSSEIN ALATAS
0811830454	JENNIFER WORICK
0811830454	KERRY COLBURN
0811830454	ANNE HIGGINS
0310329914	MILLIE STAMM
0440203430	ROBERT B. PARKER
0446606324	DAVID BALDACCI
0553211234	CHARLES DICKENS
1593080077	CHARLOTTE BRONTE
1593080077	SUSAN OSTROV WEISSER
0446604089	SIDNEY SHELDON
0446603287	MARCIA MULLER
0446343013	EUDORA WELTY
0451202473	JAN BURKE
0060548827	ARTHUR NERSESIAN
0804119937	MILLIE CRISWELL
1558746986	JACK CANFIELD
1558746986	MARK VICTOR HANSEN
1558746986	HEATHER MCNAMARA
0515132187	NORA ROBERTS
0704349469	LOIS KEITH
0394758439	E.D. HIRSCH JR.
0449213447	CHAIM POTOK
0446670251	JEFFREY EUGENIDES
0061098736	MARK FUHRMAN
0448095149	CAROLYN KEENE
0702227773	N COLLINS
1841219266	JERRY SPINELLI
0671015842	ALAN TITCHMARSH
0140149708	MILLIGAN
0434271918	STEPHEN FRY
1840461535	JONATHAN MILLER
1840461535	BORIN VAN LOON
0563534753	DAWNA WALTER
0563534753	MARK FRANKS
0563487496	DAWNA WALTER
1862042497	BETTY BETHARDS
1862042497	JACLYN GRACE
0330328573	FRED SABERHAGEN
0330328573	JAMES V. HART
0330328573	BRAM STOKER
0751516880	ALAN ALDRICH
014062225X	D H LAWRENCE
0140622144	VIRGINIA WOOLF
0340765429	ALAN TITCHMARSH
034066049X	FIONA WALKER
0425154092	PATRICIA CORNWELL
0425179613	LANCE ARMSTRONG
0425179613	SALLY JENKINS
0375724370	MICHAEL ONDAATJE
0446677671	PAM YOUNG
0446677671	PEGGY JONES
0060969911	PAM YOUNG
0060969911	PEGGY JONES
342310516X	ITALO CALVINO
342310516X	BURKHART KROEBER
3492040683	ANITA SHREVE
3502506809	AGATHA CHRISTIE
3453127013	JOHN GRISHAM
3453172841	KINKY FRIEDMAN
359650547X	VIRGINIA WOOLF
0330262726	JOHN LE CARRE
0330253565	JOHN LE CARRE
0553057960	JONATHAN KELLERMAN
0671014196	JUDE DEVERAUX
0688171877	SENA JETER NASLUND
0871136791	CHARLES FRAZIER
0679400540	ROY BLOUNT JR.
0805009213	EDWARD ABBEY
0679406557	REDMOND O'HANLON
0684814773	EVAN HARRIS
957131577X	SHANG CHUN SHU CUN
0517881004	MATTHEW BUNSON
1879181363	PAGE BRYANT
0671518909	DENNIS WHOLEY
055321277X	ROBERT LOUIS STEVENSON
055321277X	JEROME CHARYN
006039241X	BARRY SEARS
0553380095	MAYA ANGELOU
0060391502	BARRY SEARS
0060391502	BILL LAWREN
0874779669	CHRISTIAN DE LA HUERTA
0874779669	MATTHEW FOX
0679726225	JIM MORRISON
0306810123	CHRISTINE WILTZ
1555834310	MICHAEL THOMAS FORD
0684841827	TOMMY TUNE
0440504708	AL FRANKEN
0440504708	STUART SMALLEY
0671521136	MARTIN
0399518460	KEN SPRAGUE
0688140718	ELAN GOLOMB
0853301239	ALICE A. BAILEY
0553284347	SUSAN FORWARD
0345356500	JIM DAVIS
0440473500	ANNE FINE
0773674489	JEAN BOOKER
0743423682	JACKIE COLLINS
1410798860	ALICE MARY CONNALLY FISK
0525945938	MAEVE BINCHY
042516876X	ELIZABETH BERG
0385496095	ANNE LAMOTT
0385475721	MARGARET ATWOOD
0385319908	MICHAEL POLLAN
0425142035	VARIOUS
0061096253	PHYLLIS RICHMAN
1551667509	HEATHER GRAHAM
0553277723	DOROTHY SIMPSON
0425068099	AGATHA CHRISTIE
0449146391	VALERIE WOLZIEN
0312421117	JOHN BAYLEY
0761514430	BOBBIE HINMAN
0761514430	MILLIE SNYDER
0679405283	ANNE RICE
0440508975	BEVERLY WEST
0440508975	NANCY PESKE
0006751504	JEAN URE
0515137111	NORA ROBERTS
0345456939	SUZANNE BROCKMANN
0060504110	ELIZABETH LOWELL
0060542799	KARIN YAPALATER
0743469844	BARBARA DELINSKY
0553583573	TAMI HOAG
0446613886	NICCI FRENCH
0449148238	NANCY STAR
0373289278	CHERYL ST. JOHN
0451205561	JOANNA CARL
1551667371	MAGGIE SHAYNE
1551667398	LAURA VAN WORMER
0778320324	GINNA GRAY
0778320413	HELEN R MYERS
0553107380	RITA MAE BROWN
0375406182	KENT HARUF
0553271636	SUE GRAFTON
1892145057	MAIRA KALMAN
1892145057	TIBOR KALMAN
1892145057	STEVEN HELLER
0345389964	JOHN IRVING
0486256111	FRANK O. BRAYNARD
0679751521	JOHN BERENDT
0590120727	TODD STRASSER
1888054557	PAMELA E. APKARIAN-RUSSELL
0312099045	MICHAEL WALLIS
0312099045	SUZANNE WALLIS
0312966091	JANET EVANOVICH
0385265565	ALEX KOTLOWITZ
0670813648	STEPHEN KING
0892961759	LEN DEIGHTON
0345372433	GAIL GODWIN
0399144315	LILIAN JACKSON BRAUN
0786883219	GEORGE CARLIN
0375504613	ANNA QUINDLEN
0785263535	MICHAEL SAVAGE
0380896389	J.A. JANCE
0380896419	J.A. JANCE
0671252941	CANDICE BERGEN
155972272X	GEORGE MAIR
0393046338	G. GARFIELD CRIMMINS
0671001795	JANET EVANOVICH
0316526835	ANN LINNEA
0385307888	BARBARA SHER
0385307888	BARBARA SMITH
039447970X	JAMES A. MICHENER
0425161285	ALICE HOFFMAN
0156904365	C.S. LEWIS
0156904365	FRITZ EICHENBERG
0743448421	PHOEBE MCPHEE
014034991X	ELLEN RASKIN
0440414539	PATRICIA REILLY GIFF
006106498X	STEPHEN FUENTES
006106498X	MELANIE MUNNELL
0553274295	WILSON RAWLS
0590457799	WILLIAM TAYLOR
0689800843	MARGARET PETERSON HADDIX
0590457233	MARVIN MILLER
0689311001	WILLO DAVIS ROBERTS
0590926675	BARRY DENENBERG
0671794019	BRUCE COVILLE
0671794019	GARY A. LIPPINCOTT
0440403332	PAULA DANZIGER
0440948991	BEVERLY CLEARY
0689849176	MARGARET PETERSON HADDIX
1586480103	TOM BROKAW
1586480103	ANDY ROONEY
1570282021	J. LAWLER
0877950938	FRED MUSTARD STEWART
0743490398	PHIL MCGRAW
0451524667	GEORGE ORWELL
0451524667	C. M. WOODHOUSE
0446600253	RUDOLFO ANAYA
0345386744	TERRY BROOKS
0965894355	ANNE BARONE
0671039857	V.C. ANDREWS
0671039830	V.C. ANDREWS
0671007696	V. C. ANDREWS
067100767X	V.C. ANDREWS
0140063838	JOHN MORTIMER
0207169519	JOHN FORBES
0684870819	KAY ALLENBAUGH
1558748040	JACK CANFIELD
1558748040	MARK VICTOR HANSEN
1558748040	KIMBERLY KIRBERGE
0425132986	SONJA MASSIE
0439053862	SUSAN CAMPBELL BARTOLETTI
0743403614	V.C. ANDREWS
013029442X	JEFFREY D. GREENE
0843925027	STUART FRIEDMAN
0756400953	KATE ELLIOTT
1559210869	PEARL S. BUCK
0886779960	MARION ZIMMER BRADLEY
033042095X	DICK FRANCIS
0789716399	JOE KRAYNAK
0821767240	JO BEVERLEY
0515135356	CAROL O'CONNELL
0316782262	ANITA SHREVE
0525945210	DAVE PELZER
0786869054	CASSANDRA KING
0446530387	FAYE KELLERMAN
0688177743	JODI PICOULT
0375413634	STEPHEN L. CARTER
0425147762	ANCHEE MIN
0399149295	STUART WOODS
0066212693	JILLIAN MEDOFF
0670031062	CLAIRE COOK
0679439382	DONNA TARTT
1565123417	LISA GORNICK
0451179188	PETER STRAUB
0786867612	BETSY CARTER
0061098035	KYLE MILLS
0553572105	JUDITH KELMAN
051512950X	MARTIN J. SMITH
0312926456	THOMAS FRENCH
0786889837	NANCY TAYLOR ROSENBERG
0804108749	ANNE TYLER
0425121631	JOHN SANDFORD
0804109052	SHELBY YASTROW
0345402308	STANLEY POTTINGER
0451168690	PETER STRAUB
067945960X	JONATHAN KELLERMAN
0316693235	JAMES PATTERSON
0451188616	CATHERINE COULTER
050552208X	AMANDA ASHLEY
0380820846	JULIA QUINN
0425153975	DEAN KOONTZ
0425119653	ROBIN COOK
0553579983	IRIS JOHANSEN
0399149325	PATRICIA CORNWELL
042515971X	DAVID WILTSE
1583144269	SONIA ICILYN
0446610852	KASEY MICHAELS
0821771426	MCCOY JUDI
0671744577	JUDE DEVERAUX
0373261047	CHARLAINE HARRIS
0743233468	KATHY REICHS
0804114986	AMY TAN
0380808072	SUSAN ELIZABETH PHILLIPS
067179356X	ANN RULE
0743410505	KATHY REICHS
0380750848	JOHANNA LINDSEY
0425151883	SUZANNE FORSTER
0446611808	SANDRA BROWN
0310220033	ALTON GANSKY
0553583360	AMANDA QUICK
0446600709	DAVID MORRELL
0671019929	PHILIP KERR
044915002X	JENNIFER BLAKE
0425178579	J. D. ROBB
0449907953	JANE SMILEY
1551669498	STEF ANN HOLM
038081448X	KASEY MICHAELS
0140069135	JULIAN SYMONS
0696214563	BETTER HOMES AND GARDENS BOOKS
0696214563	LINDA HALLAM
044808919X	FRANKLIN W. DIXON
0448089165	FRANKLIN W. DIXON
0451626079	ANONYMOUS
0451626079	SWAMI PRABHAVANANDA
0451626079	FREDERICK MANCHESTER
1563831236	G &AMP; R PUBLISHING
156383121X	G &AMP; R PUBLISHING
0028620666	BETTY CROCKER EDITORS
1892051176	CLAIRE FOLKARD
0877201358	ABBY KANTER
0844273252	RAYMOND PIERSON
0201741644	PHIL GROSS
0201741644	MIKE GROSS
1559362324	NILO CRUZ
0345430786	STEPHEN BAXTER
0316710571	JAMES PATTERSON
0060555513	REED ARVIN
0892967544	DAVID ROSENFELT
0399148655	GILES BLUNT
0312319142	JOSEPH FINDER
0345457587	STEPHEN FREY
0345453417	LINDA HOWARD
0060555653	AUSTIN CLARKE
0316591122	WALTER MOSLEY
0312319517	FREDERICK FORSYTH
0380978830	SUE HENRY
0385336209	STEPHEN WHITE
0553802526	LISA GARDNER
0446530689	DAVID MORRELL
0399150854	SARA PARETSKY
0060083956	ELMORE LEONARD
0446531421	LINCOLN CHILD
0446531421	DOUGLAS PRESTON
0312306814	DANA STABENOW
0312271786	JAMES W. HALL
0399150870	ROBERT B. PARKER
0399149821	STUART WOODS
0553802496	DEAN KOONTZ
0345452577	JONATHAN KELLERMAN
1400041414	P. D. JAMES
0060193883	VIRGINIA LANIER
0743428684	V.C. ANDREWS
0525947655	RICHARD PAUL EVANS
0312316690	ROBERT LUDLUM
0060005556	JAMES GRIPPANDO
0312304269	STEPHEN J. CANNELL
0312304269	STEPHEN CANNELL
0399148760	ROBIN  COOK
0316603287	JAMES PATTERSON
0399145664	ROBERT B. PARKER
0425178102	DAVE BARRY
0553580515	CONNIE WILLIS
0749301015	SHANE AND SHERIDAN
0749301015	 JIM. SCREENPLAY BASED ON THE B
0445204222	HUGH COOK
1930252501	ALIEN STEVENS
0515123293	W.E.B. GRIFFIN
0312985207	STEPHEN COONTS
0312985207	JIM DEFELICE
0449220354	JOHN J. NANCE
0312981260	MATTHEW REILLY
067104754X	WILLIAM KENT KRUEGER
0385144741	MICHAEL MACDONALD MOONEY
0385144342	ALLEN DRURY
0595175686	MICHAEL DARKOW
1594082316	MARIA ELENA MORGAN
1410777057	MARIA ELENA MORGAN
0374172471	MURRAY BAIL
2070394867	BANANA YOSHIMOTO
0609807420	JIM KARAS
0425122956	WHITLEY STRIEBER
0451208765	GREG ILES
0618129022	J.R.R. TOLKIEN
0345423402	LAURELL K. HAMILTON
0345423429	LAURELL K. HAMILTON
034544356X	LAURELL K. HAMILTON
0743454146	GREG ILES
0451210840	STEPHEN KING
0425152367	KATHERINE MOSBY
0553374435	GAY HENDRICKS
0553106643	DEAN KOONTZ
0553057707	MARILYN VOS SAVANT
1853263508	CURL
1567185711	MARTIN V. RICCARDO
1560251476	JANA MARCUS
1560251476	KATHERINE RAMSLAND
0449223795	JOHN SAUL
1568846533	RUTH MARAN
0312144075	GAIL TSUKIYAMA
0684869233	JEANNE KALOGRIDIS
0156007479	EMMA DONOGHUE
0061031844	JAMES REESE
0312267177	ANDREW X. PHAM
0345434943	KIANA DAVENPORT
1860110886	CATHARINA DAY
0875421849	SCOTT CUNNINGHAM
0786868619	MALIKA OUFKIR
0786868619	MICHELE FITOUSSI
0786868619	ROS SCHWARTZ
037550303X	MCKAY JENKINS
0345442741	LORNA LANDVIK
0970272707	PATRICIA WYNN
0399138439	DEAN KOONTZ
0130484717	WILLIAM COHEN
0452276365	THERESA FOY DIGERONIMO
0671723650	DALE CARNEGIE
0671733354	DALE CARNEGIE
0451206525	GREG ILES
0140445943	VARIOUS
0140445943	MICHAEL ALEXANDER
1557489297	KJERSTI HOFF BAEZ
0553280430	RAY GRIGG
0451167317	STEPHEN KING
0821725998	PETER ALBANO
0590444646	CAROL RYRIE BRINK
039951743X	ROD R. BUTTERWORTH
039951743X	MICKEY FLODIN
0671517643	LOUISA MAY ALCOTT
155748919X	ANDREA BOESHAAR
1577480112	JANE ORCUTT
0451457250	ASHLEY MCCONNELL
0394741838	MARGARET; WILLIAMS
0394741838	 MICHAEL; HICKMAN
0394741838	 TRACY; COPYR
0345428455	R.A. SALVATORE
0671541749	DEAN WESLEY SMITH
0671541749	KRISTINE KATHRYN RUSCH
0345314875	BRIAN DALEY
0140446109	LUCRETIUS
0140446109	RONALD E. LATHAM
0140446109	JOHN GODWIN
014044422X	HORACE
014044422X	W. G. SHEPHERD
0140147683	PETER MANSFIELD
0452270294	PAUL HALPERN
1560766263	JAMES LOWDER
014011341X	JOHN KEEGAN
0155026607	G. LEE BOWIE
0155026607	ROBERT C. SOLOMON
0155026607	MEREDITH W. MICHAEL
0312850247	BEN BOVA
0312850247	BILL POGUE
0786913886	R.A. SALVATORE
0766607208	MARK TWAIN
1884820298	RACHEL BELL
1884820298	HOWARD PEIPER
014042346X	VARIOUS
014042346X	DAVID NORBROOK
014042346X	H. R. WOUDHUYSEN
0440133017	CARL SAGAN
0140587640	ALICE NOTLEY
0399144706	NORA ROBERTS
031285904X	L. E. MODESITT JR.
0140444173	LEO TOLSTOY
0140444173	ROSEMARY  EDMONDS
0380769158	GERARD DEL RE
0380769158	PATRICIA DEL RE
1560760478	R.A. SALVATORE
0880389052	R.A. SALVATORE
0880389206	R.A. SALVATORE
0140193669	TAISHA ABELAR
0140193669	CARLOS CASTENEDA
0140194916	MICHELE JAMAL
0140255109	DUONG THU HUONG
0140255109	PHAN HUY DUONG
0140255109	NINA MCPHERSON
014070731X	WILLIAM SHAKESPEARE
014070731X	EMRYS JONES
0140445145	FRIEDRICH NIETZSCHE
0140445145	MICHAEL TANNER
0452010845	JOHN T. LAWRENCE
0140048162	VARIOUS
0140390537	HERMAN MELVILLE
0140390537	FREDERICK BUSCH
0192713434	IAN KELLAM
0345396936	ANNE RICE
0312261918	MARY JANE CLARK
014010870X	NIEN CHENG
0671722840	WILLIAM SHAKESPEARE
0553233890	ANNIE DILLARD
0553346083	ANN HOOD
0330306839	P J O'ROURKE
0140181903	EDITH WHARTON
